Name,Type,Nominal,Low tolerance,High tolerance,Meas 01,Meas 02,Meas 03,Meas 04,Meas 05,Meas 06,Meas 07,Meas 08,Meas 09,Meas 10,Meas 11,Meas 12,Meas 13,Meas 14,Mean,Standard deviation,Min value,Max value,Range,Status
GAP_A-B_5,X,568.8680,-0.5000,0.5000,569.1164,569.3357,569.2610,569.2998,569.0631,569.2920,569.3087,569.3027,569.0448,569.3026,569.3061,569.2896,569.2711,569.3173,569.2508,0.0982,569.3357,569.0448,0.2909,100
GAP_A-B_5,Y,-757.8590,-0.5000,0.5000,-757.1411,-756.5325,-756.7469,-756.6358,-757.3081,-756.6608,-756.6206,-756.6373,-757.3545,-756.6379,-756.6210,-756.6817,-756.7290,-756.5925,-756.7785,0.2739,-756.5325,-757.3545,0.8220,0
GAP_A-B_5,Z,799.6270,-0.5000,0.5000,799.5014,799.3942,799.4310,799.4135,799.5296,799.4174,799.4113,799.4136,799.5372,799.4146,799.4102,799.4198,799.4270,799.4041,799.4375,0.0476,799.5372,799.3942,0.1430,100
GAP_A-B_5,Point-Profile,0.0000,-0.5000,0.5000,-0.7699,-1.4256,-1.1956,-1.3146,-0.5925,-1.2882,-1.3320,-1.3142,-0.5421,-1.3134,-1.3310,-1.2675,-1.2163,-1.3622,-1.1618,0.2948,-0.5421,-1.4256,0.8835,0
GAP_A-B_6,X,571.6170,-0.5000,0.5000,571.5315,571.6724,571.6215,571.9332,571.5556,571.6359,571.9176,571.8861,571.5510,571.8947,571.9630,571.9294,571.5918,571.8701,571.7538,0.1707,571.9630,571.5315,0.4315,100
GAP_A-B_6,Y,-763.6390,-0.5000,0.5000,-763.5892,-763.6136,-763.6059,-763.7005,-763.5940,-763.6091,-763.6958,-763.6780,-763.5939,-763.6826,-763.7058,-763.6921,-763.5982,-763.6815,-763.6457,0.0478,-763.5892,-763.7058,0.1166,100
GAP_A-B_6,Z,798.2190,-0.5000,0.5000,798.2637,798.2199,798.2293,798.0996,798.2559,798.2284,798.1076,798.1266,798.2554,798.1210,798.0932,798.1038,798.2434,798.1270,798.1768,0.0695,798.2637,798.0932,0.1705,100
GAP_A-B_6,Point-Profile,0.0000,-0.5000,0.5000,0.1037,-0.0456,0.0060,-0.3435,0.0779,-0.0082,-0.3255,-0.2866,0.0820,-0.2973,-0.3741,-0.3369,0.0396,-0.2724,-0.1415,0.1900,0.1037,-0.3741,0.4778,100
GAP_A-B_7,X,567.3500,-0.5000,0.5000,567.1949,567.4370,567.1203,567.0799,567.4066,566.9992,566.9399,566.9995,567.4106,567.2107,566.9926,567.1781,567.1417,567.4540,567.1832,0.1797,567.4540,566.9399,0.5141,100
GAP_A-B_7,Y,-773.2730,-0.5000,0.5000,-773.2457,-773.2890,-773.2293,-773.2159,-773.2812,-773.1980,-773.1811,-773.2018,-773.2863,-773.2420,-773.1958,-773.2383,-773.2353,-773.2895,-773.2378,0.0372,-773.1811,-773.2895,0.1084,100
GAP_A-B_7,Z,796.0870,-0.5000,0.5000,796.1402,796.0425,796.1701,796.1903,796.0562,796.2304,796.2778,796.2272,796.0536,796.1414,796.2328,796.1479,796.1643,796.0384,796.1509,0.0785,796.2778,796.0384,0.2394,100
GAP_A-B_7,Point-Profile,0.0000,-0.5000,0.5000,0.1643,-0.0990,0.2460,0.2930,-0.0648,0.3848,0.4612,0.3823,-0.0705,0.1519,0.3921,0.1840,0.2236,-0.1157,0.1809,0.1990,0.4612,-0.1157,0.5769,100
GAP_A-B_1_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.1617,0.2067,-0.0314,0.1690,-0.2057,-0.0001,0.1374,0.1813,-0.2114,0.1865,0.1322,0.1848,-0.0567,0.2123,0.0531,0.1599,0.2123,-0.2114,0.4237,71
GAP_A-B_2_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.3460,-0.0971,-0.1232,0.0149,-0.3349,-0.1338,-0.0289,-0.0367,-0.3316,-0.0479,-0.0251,-0.0166,-0.1564,-0.0746,-0.1241,0.1253,0.0149,-0.3460,0.3609,79
GAP_A-B_3_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.3974,-0.8874,-0.5433,-0.7293,-0.3680,-0.5837,-0.7092,-0.7825,-0.3446,-0.8466,-0.6979,-0.8325,-0.5214,-0.8564,-0.6500,0.1900,-0.3446,-0.8874,0.5428,0
GAP_A-B_4_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.5167,-0.8341,-0.8022,-0.8142,-0.4421,-0.8297,-0.8155,-0.8401,-0.4138,-0.7704,-0.8274,-0.8000,-0.8197,-0.7913,-0.7369,0.1539,-0.4138,-0.8401,0.4263,0
GAP_A-B_5_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.3845,-0.8364,-0.6826,-0.7519,-0.2547,-0.7449,-0.7599,-0.7390,-0.2240,-0.7404,-0.7520,-0.7000,-0.6939,-0.7767,-0.6458,0.2004,-0.2240,-0.8364,0.6124,0
GAP_A-B_6_BF,Point-Profile,0.0000,-0.2000,0.2000,0.4016,0.3583,0.3584,0.0739,0.3600,0.3608,0.1007,0.1403,0.3504,0.1396,0.0633,0.1013,0.3919,0.1653,0.2404,0.1363,0.4016,0.0633,0.3383,50
GAP_A-B_7_BF,Point-Profile,0.0000,-0.2000,0.2000,0.4534,0.2854,0.5837,0.6911,0.2097,0.7381,0.8685,0.7897,0.1909,0.5690,0.8105,0.6022,0.5615,0.3023,0.5469,0.2273,0.8685,0.1909,0.6776,7
GAP_C-D-E_1,X,553.4660,-0.5000,0.5000,553.3111,552.9860,553.2177,553.1274,553.3300,553.1557,553.1085,553.0611,553.3385,553.0344,553.1389,553.0589,553.2189,553.0154,553.1502,0.1177,553.3385,552.9860,0.3525,100
GAP_C-D-E_1,Y,-743.2530,-0.5000,0.5000,-742.9856,-742.4374,-742.8381,-742.6888,-743.0325,-742.7436,-742.6779,-742.5767,-743.0362,-742.5360,-742.7084,-742.5809,-742.8332,-742.4999,-742.7268,0.1961,-742.4374,-743.0362,0.5988,36
GAP_C-D-E_1,Z,799.1900,-0.5000,0.5000,799.2712,799.4402,799.3173,799.3596,799.2588,799.3462,799.3664,799.3932,799.2572,799.4083,799.3545,799.3960,799.3173,799.4217,799.3506,0.0597,799.4402,799.2572,0.1830,100
GAP_C-D-E_1,Point-Profile,0.0000,-0.5000,0.5000,0.3194,0.9788,0.4999,0.6795,0.2681,0.6166,0.6997,0.8140,0.2603,0.8649,0.6562,0.8123,0.5034,0.9076,0.6343,0.2363,0.9788,0.2603,0.7185,29
GAP_C-D-E_2,X,562.0420,-0.5000,0.5000,561.9221,561.5423,561.8338,561.7175,561.9555,561.7693,561.7199,561.6517,561.9706,561.6183,561.7420,561.6487,561.8349,561.5915,561.7513,0.1366,561.9706,561.5423,0.4283,100
GAP_C-D-E_2,Y,-737.2540,-0.5000,0.5000,-737.1420,-736.7661,-737.0391,-736.9290,-737.1840,-736.9872,-736.9262,-736.8626,-737.1836,-736.8306,-736.9602,-736.8568,-737.0460,-736.8146,-736.9663,0.1372,-736.7661,-737.1840,0.4179,100
GAP_C-D-E_2,Z,800.4310,-0.5000,0.5000,800.5031,800.7438,800.5666,800.6392,800.4800,800.6052,800.6391,800.6843,800.4734,800.7050,800.6205,800.6854,800.5625,800.7176,800.6161,0.0886,800.7438,800.4734,0.2704,100
GAP_C-D-E_2,Point-Profile,0.0000,-0.5000,0.5000,0.1791,0.7652,0.3284,0.5042,0.1210,0.4193,0.5044,0.6081,0.1089,0.6587,0.4606,0.6142,0.3216,0.6915,0.4489,0.2129,0.7652,0.1089,0.6563,50
GAP_C-D-E_3,X,569.5100,-0.5000,0.5000,569.6727,569.3996,569.5851,569.5010,569.6849,569.5562,569.5048,569.4658,569.6821,569.4343,569.5271,569.4525,569.5941,569.4319,569.5352,0.0970,569.6849,569.3996,0.2853,100
GAP_C-D-E_3,Y,-727.4560,-0.5000,0.5000,-727.5191,-727.4131,-727.4873,-727.4471,-727.5262,-727.4699,-727.4564,-727.4377,-727.5237,-727.4316,-727.4619,-727.4395,-727.4869,-727.4249,-727.4661,0.0375,-727.4131,-727.5262,0.1131,100
GAP_C-D-E_3,Z,802.0610,-0.5000,0.5000,801.9305,802.1505,802.0044,802.0704,801.9179,802.0299,802.0642,802.0902,801.9209,802.1125,802.0418,802.1055,801.9969,802.1240,802.0400,0.0770,802.1505,801.9179,0.2326,100
GAP_C-D-E_3,Point-Profile,0.0000,-0.5000,0.5000,-0.2179,0.1484,-0.0991,0.0149,-0.2365,-0.0572,0.0057,0.0558,-0.2319,0.0945,-0.0259,0.0744,-0.1101,0.1050,-0.0343,0.1293,0.1484,-0.2365,0.3849,100
GAP_C-D-E_4,X,574.3330,-0.5000,0.5000,574.7400,574.7813,574.7273,574.7187,574.7055,574.7320,574.7226,574.7493,574.6799,574.7584,574.7330,574.7400,574.7296,574.7684,574.7347,0.0256,574.7813,574.6799,0.1014,100
GAP_C-D-E_4,Y,-713.4290,-0.5000,0.5000,-713.5578,-713.5678,-713.5533,-713.5478,-713.5436,-713.5573,-713.5497,-713.5614,-713.5347,-713.5559,-713.5564,-713.5547,-713.5555,-713.5591,-713.5539,0.0081,-713.5347,-713.5678,0.0331,100
GAP_C-D-E_4,Z,802.7170,-0.5000,0.5000,802.3454,802.3165,802.3625,802.3597,802.3820,802.3499,802.3618,802.3432,802.4034,802.3453,802.3496,802.3415,802.3655,802.3258,802.3537,0.0218,802.4034,802.3165,0.0869,100
GAP_C-D-E_4,Point-Profile,0.0000,-0.5000,0.5000,-0.5660,-0.6170,-0.5446,-0.5390,-0.5139,-0.5571,-0.5409,-0.5749,-0.4794,-0.5789,-0.5579,-0.5678,-0.5448,-0.5996,-0.5558,0.0341,-0.4794,-0.6170,0.1376,7
GAP_C-D-E_5,X,568.0230,-0.5000,0.5000,568.4428,568.5777,568.4272,568.4443,568.3872,568.4545,568.4363,568.4849,568.3632,568.4957,568.4447,568.4829,568.4182,568.5310,568.4565,0.0555,568.5777,568.3632,0.2145,86
GAP_C-D-E_5,Y,-713.5440,-0.5000,0.5000,-713.6492,-713.6843,-713.6423,-713.6562,-713.6324,-713.6506,-713.6514,-713.6621,-713.6332,-713.6648,-713.6502,-713.6623,-713.6431,-713.6786,-713.6543,0.0152,-713.6324,-713.6843,0.0519,100
GAP_C-D-E_5,Z,795.5060,-0.5000,0.5000,795.1591,795.0477,795.1763,795.1600,795.2049,795.1544,795.1635,795.1153,795.2264,795.1113,795.1604,795.1270,795.1777,795.0883,795.1480,0.0466,795.2264,795.0477,0.1787,100
GAP_C-D-E_5,Point-Profile,0.0000,-0.5000,0.5000,-0.5546,-0.7331,-0.5307,-0.5565,-0.4807,-0.5666,-0.5474,-0.6164,-0.4493,-0.6275,-0.5554,-0.6075,-0.5232,-0.6712,-0.5729,0.0739,-0.4493,-0.7331,0.2838,14
GAP_C-D-E_6,X,561.5110,-0.5000,0.5000,562.0319,562.1207,562.0019,562.0207,561.9663,562.0374,562.0152,562.0546,561.9406,562.0549,562.0162,562.0527,561.9924,562.0788,562.0275,0.0456,562.1207,561.9406,0.1801,29
GAP_C-D-E_6,Y,-714.9480,-0.5000,0.5000,-715.0495,-715.0662,-715.0428,-715.0479,-715.0382,-715.0482,-715.0435,-715.0585,-715.0299,-715.0583,-715.0434,-715.0538,-715.0423,-715.0595,-715.0487,0.0097,-715.0299,-715.0662,0.0363,100
GAP_C-D-E_6,Z,787.7770,-0.5000,0.5000,787.3870,787.3108,787.4156,787.3968,787.4438,787.3809,787.4043,787.3619,787.4579,787.3638,787.3991,787.3673,787.4138,787.3444,787.3891,0.0387,787.4579,787.3108,0.1471,100
GAP_C-D-E_6,Point-Profile,0.0000,-0.5000,0.5000,-0.6585,-0.7765,-0.6168,-0.6436,-0.5712,-0.6663,-0.6341,-0.6928,-0.5413,-0.6919,-0.6380,-0.6873,-0.6104,-0.7224,-0.6536,0.0605,-0.5413,-0.7765,0.2352,0
GAP_C-D-E_1_BF,Point-Profile,0.0000,-0.2000,0.2000,0.4362,0.9235,0.5526,0.6772,0.3822,0.6461,0.6942,0.7886,0.3673,0.8237,0.6679,0.7829,0.5560,0.8641,0.6545,0.1767,0.9235,0.3673,0.5562,0
GAP_C-D-E_2_BF,Point-Profile,0.0000,-0.2000,0.2000,0.3629,0.7853,0.4441,0.5653,0.2949,0.5150,0.5620,0.6511,0.2728,0.6857,0.5369,0.6517,0.4373,0.7192,0.5346,0.1574,0.7853,0.2728,0.5125,0
GAP_C-D-E_3_BF,Point-Profile,0.0000,-0.2000,0.2000,0.0364,0.2742,0.0911,0.1586,-0.0013,0.1201,0.1460,0.1913,-0.0091,0.2158,0.1326,0.2031,0.0799,0.2315,0.1336,0.0868,0.2742,-0.0091,0.2833,71
GAP_C-D-E_4_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.3037,-0.4734,-0.3445,-0.3824,-0.2721,-0.3679,-0.3876,-0.4244,-0.2503,-0.4419,-0.3868,-0.4241,-0.3446,-0.4567,-0.3757,0.0675,-0.2503,-0.4734,0.2231,0
GAP_C-D-E_5_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.2890,-0.5831,-0.3265,-0.3951,-0.2360,-0.3729,-0.3893,-0.4604,-0.2173,-0.4848,-0.3798,-0.4584,-0.3190,-0.5224,-0.3881,0.1062,-0.2173,-0.5831,0.3658,0
GAP_C-D-E_6_BF,Point-Profile,0.0000,-0.2000,0.2000,-0.3902,-0.6204,-0.4089,-0.4778,-0.3242,-0.4684,-0.4716,-0.5317,-0.3071,-0.5438,-0.4581,-0.5331,-0.4025,-0.5680,-0.4647,0.0910,-0.3071,-0.6204,0.3133,0
FLUSH_FRAME-INSERT_8,X,548.6280,-0.5000,0.5000,548.5849,548.4033,548.5521,548.5017,548.6072,548.5169,548.4884,548.4450,548.6018,548.4217,548.5034,548.4502,548.5428,548.4099,548.5021,0.0697,548.6072,548.4033,0.2039,100
FLUSH_FRAME-INSERT_8,Y,-743.8660,-0.5000,0.5000,-743.7968,-743.5133,-743.7410,-743.6594,-743.8136,-743.6891,-743.6287,-743.5810,-743.8292,-743.5408,-743.6663,-743.5788,-743.7325,-743.5252,-743.6640,0.1078,-743.5133,-743.8292,0.3159,100
FLUSH_FRAME-INSERT_8,Z,791.1840,-0.5000,0.5000,791.2068,791.2927,791.2220,791.2464,791.1984,791.2379,791.2552,791.2705,791.1963,791.2850,791.2440,791.2723,791.2264,791.2880,791.2459,0.0330,791.2927,791.1963,0.0964,100
FLUSH_FRAME-INSERT_8,Point-Profile,0.0000,-0.5000,0.5000,0.0846,-0.0087,0.4320,0.0223,0.1510,-0.0130,0.2499,0.0119,0.0570,-0.0130,0.2157,-0.0084,0.2840,0.0092,0.3495,0.0032,0.0468,-0.0115,0.3981,0.0186,0.2428,0.0003,0.3490,0.0222,0.1639,-0.0173,0.4177,0.0155,0.1240,0.1547,0.4320,-0.0173,0.4493,100
FLUSH_FRAME-INSERT_9,X,558.5590,-0.5000,0.5000,558.7638,558.6038,558.6817,558.6304,558.7432,558.6591,558.6299,558.6084,558.7365,558.6119,558.6575,558.6327,558.6891,558.6062,558.6610,0.0544,558.7638,558.6038,0.1600,100
FLUSH_FRAME-INSERT_9,Y,-732.3180,-0.5000,0.5000,-732.4140,-732.3443,-732.3742,-732.3551,-732.4024,-732.3718,-732.3568,-732.3461,-732.4084,-732.3427,-732.3696,-732.3567,-732.3826,-732.3400,-732.3689,0.0249,-732.3400,-732.4140,0.0740,100
FLUSH_FRAME-INSERT_9,Z,789.5950,-0.5000,0.5000,789.4662,789.5640,789.5174,789.5459,789.4755,789.5267,789.5465,789.5653,789.4769,789.5614,789.5340,789.5421,789.5137,789.5584,789.5281,0.0341,789.5653,789.4662,0.0991,100
FLUSH_FRAME-INSERT_9,Point-Profile,0.0000,-0.5000,0.5000,-0.2603,0.0056,-0.0604,-0.0202,-0.1556,0.0092,-0.0942,-0.0126,-0.2352,0.0105,-0.1324,0.0036,-0.0941,-0.0106,-0.0640,-0.0056,-0.2316,0.0093,-0.0674,-0.0181,-0.1267,-0.0034,-0.0985,-0.0206,-0.1664,0.0119,-0.0634,-0.0150,-0.0681,0.0813,0.0119,-0.2603,0.2722,100
FLUSH_FRAME-INSERT_1,X,561.3770,-0.5000,0.5000,561.8915,571.8253,561.9567,571.8437,561.8578,571.8202,561.8664,571.8236,561.8266,571.8239,561.8865,571.8297,561.8686,571.8256,561.9042,571.8335,561.8147,571.8185,561.8852,571.8426,561.8603,571.8313,561.8872,571.8341,561.8461,571.8317,561.9276,571.8427,566.8538,5.0681,571.8437,561.8147,10.0290,25
FLUSH_FRAME-INSERT_1,Y,-715.7190,-0.5000,0.5000,-715.8193,-708.9279,-715.8332,-708.7789,-715.8103,-708.9316,-715.8139,-708.9469,-715.8088,-708.9460,-715.8224,-708.8916,-715.8096,-708.9009,-715.8206,-708.8335,-715.8052,-708.9549,-715.8168,-708.7939,-715.8152,-708.8881,-715.8130,-708.8352,-715.8108,-708.8814,-715.8250,-708.7691,-712.3466,3.5334,-708.7691,-715.8332,7.0641,50
FLUSH_FRAME-INSERT_1,Z,787.8000,-0.5000,0.5000,787.4160,789.0692,787.3614,789.0564,787.4420,789.0692,787.4332,789.0712,787.4579,789.0710,787.4162,789.0662,787.4306,789.0666,787.4061,789.0597,787.4691,789.0717,787.4156,789.0563,787.4361,789.0655,787.4261,789.0598,787.4458,789.0655,787.3852,789.0552,788.2445,0.8354,789.0717,787.3614,1.7103,50
FLUSH_FRAME-INSERT_1,Point-Profile,0.0000,-0.5000,0.5000,-0.6498,0.3247,0.0039,0.0012,-0.7358,0.4753,-0.0216,0.0054,-0.6063,0.3204,0.0074,0.0005,-0.6189,0.3055,-0.0136,0.0047,-0.5720,0.3064,0.0084,-0.0005,-0.6462,0.3614,0.0018,0.0026,-0.6215,0.3516,-0.0114,0.0048,-0.6659,0.4198,-0.0068,0.0036,-0.5554,0.2969,0.0074,-0.0005,-0.6446,0.4604,-0.0187,0.0057,-0.6126,0.3651,-0.0046,0.0036,-0.6394,0.4182,-0.0205,0.0058,-0.5949,0.3717,0.0090,0.0006,-0.6974,0.4850,-0.0159,0.0049,-0.0648,0.3677,0.4850,-0.7358,1.2208,75
FLUSH_C-D-E_1,X,559.7750,-0.5000,0.5000,559.7843,559.8122,559.7942,559.8019,559.7844,559.7955,559.7994,559.8043,559.7830,559.8078,559.7990,559.8066,559.7925,559.8087,559.7981,0.0096,559.8122,559.7830,0.0292,100
FLUSH_C-D-E_1,Y,-748.1760,-0.5000,0.5000,-748.2399,-748.4356,-748.3023,-748.3508,-748.2315,-748.3147,-748.3465,-748.3774,-748.2248,-748.4045,-748.3437,-748.3947,-748.2933,-748.4070,-748.3333,0.0685,-748.2248,-748.4356,0.2108,100
FLUSH_C-D-E_1,Z,804.1210,-0.5000,0.5000,804.4598,805.4326,804.7765,805.0553,804.4164,804.8300,805.0116,805.1550,804.3843,805.2973,804.9870,805.2655,804.7445,805.3172,804.9381,0.3482,805.4326,804.3843,1.0483,21
FLUSH_C-D-E_1,Point-Profile,0.0000,-0.5000,0.5000,0.3449,1.3375,0.6679,0.9509,0.3007,0.7228,0.9071,1.0539,0.2679,1.1987,0.8825,1.1657,0.6347,1.2187,0.8324,0.3550,1.3375,0.2679,1.0696,21
FLUSH_C-D-E_2,X,568.7370,-0.5000,0.5000,568.7648,568.7711,568.7686,568.7637,568.7656,568.7681,568.7662,568.7601,568.7605,568.7735,568.7737,568.7702,568.7680,568.7733,568.7677,0.0045,568.7737,568.7601,0.0136,100
FLUSH_C-D-E_2,Y,-742.5320,-0.5000,0.5000,-742.5813,-742.7173,-742.6262,-742.6597,-742.5726,-742.6278,-742.6565,-742.6768,-742.5733,-742.6957,-742.6543,-742.6937,-742.6181,-742.6935,-742.6462,0.0478,-742.5726,-742.7173,0.1447,100
FLUSH_C-D-E_2,Z,804.7800,-0.5000,0.5000,805.0896,805.9365,805.3552,805.5894,805.0555,805.3943,805.5502,805.6512,805.0362,805.7774,805.5344,805.7582,805.3249,805.7957,805.4892,0.2907,805.9365,805.0362,0.9003,21
FLUSH_C-D-E_2,Point-Profile,0.0000,-0.5000,0.5000,0.3141,1.1718,0.5835,0.8198,0.2791,0.6223,0.7807,0.8835,0.2600,1.0114,0.7650,0.9920,0.5523,1.0291,0.7189,0.2946,1.1718,0.2600,0.9118,21
FLUSH_C-D-E_3,X,576.1840,-0.5000,0.5000,576.2037,576.2340,576.2028,576.2185,576.1960,576.2048,576.2190,576.2218,576.2003,576.2261,576.2116,576.2261,576.2064,576.2242,576.2139,0.0117,576.2340,576.1960,0.0380,100
FLUSH_C-D-E_3,Y,-734.2840,-0.5000,0.5000,-734.3072,-734.3601,-734.3250,-734.3467,-734.3035,-734.3275,-734.3438,-734.3428,-734.3020,-734.3556,-734.3436,-734.3569,-734.3267,-734.3573,-734.3356,0.0205,-734.3020,-734.3601,0.0581,100
FLUSH_C-D-E_3,Z,805.6520,-0.5000,0.5000,805.8636,806.3258,806.0478,806.1928,805.8360,806.0561,806.1765,806.1941,805.8190,806.2847,806.1800,806.2870,806.0463,806.2850,806.1139,0.1740,806.3258,805.8190,0.5068,43
FLUSH_C-D-E_3,Point-Profile,0.0000,-0.5000,0.5000,0.2135,0.6797,0.3983,0.5454,0.1854,0.4069,0.5290,0.5464,0.1685,0.6380,0.5320,0.6404,0.3972,0.6384,0.4657,0.1755,0.6797,0.1685,0.5112,43
FLUSH_C-D-E_4,X,580.3320,-0.5000,0.5000,580.3382,580.3453,580.3448,580.3496,580.3428,580.3443,580.3493,580.3456,580.3417,580.3499,580.3494,580.3519,580.3471,580.3475,580.3462,0.0037,580.3519,580.3382,0.0137,100
FLUSH_C-D-E_4,Y,-724.7370,-0.5000,0.5000,-724.7395,-724.7456,-724.7446,-724.7488,-724.7397,-724.7432,-724.7494,-724.7440,-724.7439,-724.7467,-724.7504,-724.7496,-724.7432,-724.7467,-724.7454,0.0035,-724.7395,-724.7504,0.0109,100
FLUSH_C-D-E_4,Z,806.2550,-0.5000,0.5000,806.3185,806.3842,806.4042,806.4484,806.3507,806.3644,806.4538,806.4009,806.3564,806.4451,806.4581,806.4739,806.4092,806.4217,806.4064,0.0469,806.4739,806.3185,0.1554,100
FLUSH_C-D-E_4,Point-Profile,0.0000,-0.5000,0.5000,0.0638,0.1301,0.1499,0.1945,0.0962,0.1102,0.1999,0.1466,0.1020,0.1911,0.2042,0.2201,0.1549,0.1676,0.1522,0.0471,0.2201,0.0638,0.1563,100
FLUSH_C-D-E_5,X,583.3520,-0.5000,0.5000,583.3396,583.3093,583.3412,583.3352,583.3517,583.3359,583.3388,583.3251,583.3520,583.3242,583.3387,583.3315,583.3420,583.3199,583.3347,0.0118,583.3520,583.3093,0.0427,100
FLUSH_C-D-E_5,Y,-716.6590,-0.5000,0.5000,-716.6491,-716.6249,-716.6467,-716.6440,-716.6558,-716.6451,-716.6467,-716.6380,-716.6544,-716.6387,-716.6478,-716.6399,-716.6514,-716.6314,-716.6439,0.0086,-716.6249,-716.6558,0.0309,100
FLUSH_C-D-E_5,Z,806.6110,-0.5000,0.5000,806.5102,806.2424,806.5169,806.4802,806.5870,806.4627,806.4991,806.3823,806.6053,806.3869,806.5093,806.4293,806.5427,806.3380,806.4637,0.0995,806.6053,806.2424,0.3629,100
FLUSH_C-D-E_5,Point-Profile,0.0000,-0.5000,0.5000,-0.1021,-0.3727,-0.0955,-0.1327,-0.0241,-0.1498,-0.1134,-0.2313,-0.0061,-0.2268,-0.1032,-0.1839,-0.0695,-0.2763,-0.1491,0.1005,-0.0061,-0.3727,0.3666,100
FLUSH_C-D-E_6,X,578.9790,-0.5000,0.5000,579.0555,579.0715,579.0534,579.0426,579.0588,579.0433,579.0484,579.0586,579.0740,579.0615,579.0427,579.0591,579.0446,579.0629,579.0555,0.0103,579.0740,579.0426,0.0314,100
FLUSH_C-D-E_6,Y,-708.3820,-0.5000,0.5000,-707.5867,-707.3891,-707.6107,-707.6955,-707.4825,-707.6958,-707.6567,-707.5602,-707.3712,-707.5010,-707.6807,-707.5455,-707.6817,-707.4586,-707.5654,0.1121,-707.3712,-707.6958,0.3246,0
FLUSH_C-D-E_6,Z,796.6920,-0.5000,0.5000,796.5044,796.4562,796.5098,796.5289,796.4785,796.5294,796.5200,796.4984,796.4550,796.4842,796.5246,796.4922,796.5239,796.4738,796.4985,0.0260,796.5294,796.4550,0.0744,100
FLUSH_C-D-E_6,Point-Profile,0.0000,-0.5000,0.5000,0.8206,1.0247,0.7960,0.7084,0.9279,0.7081,0.7486,0.8480,1.0426,0.9089,0.7238,0.8637,0.7232,0.9526,0.8427,0.1155,1.0426,0.7081,0.3345,0
FLUSH_C-D-E_7,X,570.4790,-0.5000,0.5000,570.5222,570.5282,570.5196,570.5234,570.5179,570.5262,570.5285,570.5314,570.5138,570.5325,570.5260,570.5293,570.5247,570.5374,570.5258,0.0062,570.5374,570.5138,0.0236,100
FLUSH_C-D-E_7,Y,-709.2610,-0.5000,0.5000,-708.9105,-708.8528,-708.9219,-708.9354,-708.9612,-708.8667,-708.8837,-708.8606,-708.9785,-708.8272,-708.8686,-708.8633,-708.8724,-708.8156,-708.8870,0.0481,-708.8156,-708.9785,0.1629,100
FLUSH_C-D-E_7,Z,787.4940,-0.5000,0.5000,787.4435,787.4334,787.4440,787.4452,787.4495,787.4366,787.4402,787.4340,787.4537,787.4311,787.4370,787.4346,787.4380,787.4285,787.4392,0.0072,787.4537,787.4285,0.0252,100
FLUSH_C-D-E_7,Point-Profile,0.0000,-0.5000,0.5000,0.3568,0.4156,0.3452,0.3322,0.3056,0.4012,0.3843,0.4082,0.2875,0.4416,0.3993,0.4052,0.3953,0.4539,0.3809,0.0489,0.4539,0.2875,0.1664,100
FLUSH_C-D-E_1_BF,Point-Profile,0.0000,-0.1500,0.1500,0.2674,0.9778,0.4691,0.6558,0.2248,0.5218,0.6253,0.7632,0.2013,0.8539,0.6034,0.8152,0.4396,0.8806,0.5928,0.2513,0.9778,0.2013,0.7765,0
FLUSH_C-D-E_2_BF,Point-Profile,0.0000,-0.1500,0.1500,0.2316,0.8048,0.3793,0.5193,0.1979,0.4161,0.4931,0.5865,0.1878,0.6598,0.4802,0.6350,0.3519,0.6839,0.4734,0.1908,0.8048,0.1878,0.6170,0
FLUSH_C-D-E_3_BF,Point-Profile,0.0000,-0.1500,0.1500,0.1225,0.3013,0.1853,0.2363,0.0953,0.1921,0.2322,0.2395,0.0868,0.2755,0.2382,0.2730,0.1881,0.2820,0.2106,0.0691,0.3013,0.0868,0.2145,21
FLUSH_C-D-E_4_BF,Point-Profile,0.0000,-0.1500,0.1500,-0.0354,-0.2583,-0.0711,-0.1220,-0.0024,-0.1124,-0.1050,-0.1691,0.0112,-0.1809,-0.0976,-0.1563,-0.0620,-0.1986,-0.1114,0.0767,0.0112,-0.2583,0.2695,64
FLUSH_C-D-E_5_BF,Point-Profile,0.0000,-0.1500,0.1500,-0.1982,-0.7560,-0.3130,-0.4455,-0.1195,-0.3690,-0.4144,-0.5428,-0.0936,-0.5941,-0.4012,-0.5558,-0.2829,-0.6378,-0.4088,0.1966,-0.0936,-0.7560,0.6624,14
FLUSH_C-D-E_6_BF,Point-Profile,0.0000,-0.1500,0.1500,0.6905,0.9359,0.7018,0.6520,0.7900,0.6186,0.6768,0.7638,0.8900,0.8265,0.6525,0.7929,0.6304,0.8615,0.7488,0.1030,0.9359,0.6186,0.3173,0
FLUSH_C-D-E_7_BF,Point-Profile,0.0000,-0.1500,0.1500,0.2144,0.2883,0.2280,0.2447,0.1553,0.2888,0.2822,0.2924,0.1229,0.3223,0.2980,0.2974,0.2800,0.3264,0.2601,0.0606,0.3264,0.1229,0.2035,7
