Name,Type,Nominal,Low tolerance,High tolerance,Meas 01,Meas 02,Meas 03,Meas 04,Meas 05,Meas 06,Meas 07,Meas 08,Meas 09,Meas 10,Meas 11,Meas 12,Meas 13,Meas 14,Mean,Standard deviation,Min value,Max value,Range,Status
FLUSH_FRAME-INSERT_2,X,617.4610,-0.5000,0.5000,617.4814,617.5040,617.4855,617.4977,617.4794,617.4939,617.4925,617.5008,617.4883,617.5010,617.4888,617.5012,617.4917,617.5088,617.4939,0.0087,617.5088,617.4794,0.0294,100
FLUSH_FRAME-INSERT_2,Y,-714.3900,-0.5000,0.5000,-714.3010,-714.1844,-714.2898,-714.2403,-714.3028,-714.2346,-714.2542,-714.2304,-714.2759,-714.2069,-714.2610,-714.2187,-714.2650,-714.2032,-714.2477,0.0372,-714.1844,-714.3028,0.1184,100
FLUSH_FRAME-INSERT_2,Z,790.0280,-0.5000,0.5000,790.0423,790.0615,790.0438,790.0511,790.0406,790.0523,790.0475,790.0547,790.0460,790.0577,790.0489,790.0552,790.0484,790.0586,790.0506,0.0064,790.0615,790.0406,0.0209,100
FLUSH_FRAME-INSERT_2,Point-Profile,0.0000,-0.5000,0.5000,0.0925,0.0070,0.2127,0.0238,0.1044,0.0047,0.1558,0.0180,0.0900,0.0038,0.1607,0.0097,0.1408,0.0183,0.1666,0.0130,0.1187,0.0031,0.1898,0.0218,0.1336,0.0136,0.1780,0.0220,0.1303,0.0050,0.1952,0.0200,0.0805,0.0738,0.2127,0.0031,0.2096,100
FLUSH_FRAME-INSERT_3,X,668.2690,-0.5000,0.5000,668.2614,668.2710,668.2585,668.2684,668.2609,668.2684,668.2676,668.2669,668.2658,668.2691,668.2643,668.2704,668.2655,668.2717,668.2664,0.0040,668.2717,668.2585,0.0132,100
FLUSH_FRAME-INSERT_3,Y,-720.7860,-0.5000,0.5000,-720.8903,-720.7719,-720.9019,-720.8158,-720.8973,-720.8197,-720.8539,-720.8329,-720.8491,-720.8014,-720.8560,-720.7979,-720.8654,-720.8032,-720.8398,0.0403,-720.7719,-720.9019,0.1300,100
FLUSH_FRAME-INSERT_3,Z,789.5540,-0.5000,0.5000,789.5264,789.5578,789.5225,789.5446,789.5236,789.5458,789.5355,789.5405,789.5387,789.5487,789.5358,789.5511,789.5336,789.5493,789.5396,0.0107,789.5578,789.5225,0.0353,100
FLUSH_FRAME-INSERT_3,Point-Profile,0.0000,-0.5000,0.5000,-0.1081,-0.0203,0.0147,-0.0329,-0.1205,-0.0200,-0.0311,-0.0341,-0.1156,-0.0120,-0.0346,-0.0367,-0.0702,-0.0340,-0.0488,-0.0343,-0.0649,-0.0113,-0.0162,-0.0355,-0.0724,-0.0352,-0.0121,-0.0279,-0.0819,-0.0322,-0.0175,-0.0312,-0.0420,0.0328,0.0147,-0.1205,0.1352,100
FLUSH_FRAME-INSERT_4,X,736.8830,-0.5000,0.5000,736.8837,736.8990,736.8857,736.8865,736.8846,736.8853,736.8829,736.8823,736.8845,736.8914,736.8855,736.8888,736.8846,736.8885,736.8867,0.0043,736.8990,736.8823,0.0167,100
FLUSH_FRAME-INSERT_4,Y,-725.0620,-0.5000,0.5000,-725.1753,-724.9765,-725.2087,-725.0622,-725.1760,-725.0738,-725.1159,-725.0936,-725.1141,-724.9998,-725.1014,-725.0118,-725.1235,-725.0160,-725.0892,0.0707,-724.9765,-725.2087,0.2322,100
FLUSH_FRAME-INSERT_4,Z,789.1310,-0.5000,0.5000,789.1018,789.1501,789.0953,789.1327,789.1019,789.1266,789.1185,789.1205,789.1179,789.1438,789.1207,789.1413,789.1145,789.1392,789.1232,0.0168,789.1501,789.0953,0.0548,100
FLUSH_FRAME-INSERT_4,Point-Profile,0.0000,-0.5000,0.5000,-0.1168,-0.0212,0.0883,-0.0100,-0.1507,-0.0152,0.0004,-0.0099,-0.1174,-0.0164,-0.0124,-0.0095,-0.0553,-0.0152,-0.0332,-0.0032,-0.0536,-0.0105,0.0638,-0.0053,-0.0406,-0.0107,0.0514,-0.0125,-0.0635,-0.0091,0.0468,-0.0103,-0.0197,0.0512,0.0883,-0.1507,0.2390,100
FLUSH_FRAME-INSERT_5,X,780.9360,-0.5000,0.5000,780.9366,780.9436,780.9325,780.9395,780.9347,780.9390,780.9365,780.9370,780.9369,780.9424,780.9376,780.9423,780.9365,780.9413,780.9383,0.0032,780.9436,780.9325,0.0111,100
FLUSH_FRAME-INSERT_5,Y,-726.9180,-0.5000,0.5000,-727.0053,-726.7987,-727.0630,-726.8941,-727.0112,-726.9076,-726.9528,-726.9505,-726.9512,-726.8209,-726.9302,-726.8287,-726.9559,-726.8390,-726.9221,0.0787,-726.7987,-727.0630,0.2643,100
FLUSH_FRAME-INSERT_5,Z,788.7220,-0.5000,0.5000,788.7044,788.7477,788.6892,788.7269,788.6997,788.7228,788.7152,788.7157,788.7131,788.7433,788.7203,788.7405,788.7132,788.7405,788.7209,0.0174,788.7477,788.6892,0.0585,100
FLUSH_FRAME-INSERT_5,Point-Profile,0.0000,-0.5000,0.5000,-0.0890,0.0155,0.1222,0.0110,-0.1487,0.0110,0.0245,0.0208,-0.0958,-0.0004,0.0104,0.0269,-0.0354,0.0184,-0.0331,0.0216,-0.0343,-0.0017,0.0996,0.0128,-0.0123,0.0220,0.0913,0.0097,-0.0389,0.0223,0.0812,0.0118,0.0051,0.0571,0.1222,-0.1487,0.2709,100
FLUSH_FRAME-INSERT_6,X,842.3320,-0.5000,0.5000,842.3433,842.3515,842.3441,842.3511,842.3431,842.3464,842.3432,842.3497,842.3596,842.3492,842.3451,842.3496,842.3415,842.3472,842.3475,0.0048,842.3596,842.3415,0.0181,100
FLUSH_FRAME-INSERT_6,Y,-728.9890,-0.5000,0.5000,-729.0773,-728.8456,-729.1612,-728.9649,-729.0724,-728.9827,-729.0266,-729.0568,-729.0092,-728.8723,-729.0007,-728.8773,-729.0323,-728.8953,-728.9910,0.0915,-728.8456,-729.1612,0.3156,100
FLUSH_FRAME-INSERT_6,Z,788.2670,-0.5000,0.5000,788.2459,788.2980,788.2283,788.2691,788.2471,788.2678,788.2580,788.2522,788.2624,788.2899,788.2639,788.2914,788.2565,788.2851,788.2654,0.0199,788.2980,788.2283,0.0697,100
FLUSH_FRAME-INSERT_6,Point-Profile,0.0000,-0.5000,0.5000,-0.0904,0.0663,0.1473,0.0584,-0.1760,0.0626,0.0246,0.0592,-0.0853,0.0580,0.0068,0.0717,-0.0383,0.0709,-0.0688,0.0542,-0.0198,0.0476,0.1194,0.0575,-0.0117,0.0690,0.1148,0.0537,-0.0442,0.0712,0.0958,0.0594,0.0298,0.0727,0.1473,-0.1760,0.3233,100
FLUSH_FRAME-INSERT_7,X,920.5680,-0.5000,0.5000,920.5857,920.5979,920.5692,920.5926,920.5856,920.5883,920.5821,920.5830,920.5919,920.5964,920.5816,920.5859,920.5777,920.5824,920.5857,0.0075,920.5979,920.5692,0.0287,100
FLUSH_FRAME-INSERT_7,Y,-731.1130,-0.5000,0.5000,-731.3556,-731.0869,-731.4608,-731.2330,-731.3069,-731.2874,-731.3275,-731.3571,-731.2150,-731.1059,-731.2855,-731.0969,-731.3243,-731.1416,-731.2560,0.1137,-731.0869,-731.4608,0.3739,100
FLUSH_FRAME-INSERT_7,Z,787.3960,-0.5000,0.5000,787.3456,787.4013,787.3248,787.3700,787.3569,787.3597,787.3514,787.3448,787.3751,787.3973,787.3584,787.3997,787.3532,787.3915,787.3664,0.0236,787.4013,787.3248,0.0765,100
FLUSH_FRAME-INSERT_7,Point-Profile,0.0000,-0.5000,0.5000,-0.2472,-0.0465,0.0274,-0.0400,-0.3548,-0.0439,-0.1221,-0.0461,-0.1972,-0.0348,-0.1775,-0.0589,-0.2186,-0.0515,-0.2489,-0.0456,-0.1034,-0.0288,0.0080,-0.0419,-0.1761,-0.0539,0.0170,-0.0356,-0.2153,-0.0571,-0.0285,-0.0415,-0.0951,0.0958,0.0274,-0.3548,0.3822,100
GAP_FRAME-INSERT_1,X,904.6560,-0.5000,0.5000,904.6246,904.6295,904.6249,904.6268,904.6250,904.6249,904.6245,904.6264,904.6269,904.6284,904.6254,904.6294,904.6253,904.6283,904.6264,0.0018,904.6295,904.6245,0.0050,100
GAP_FRAME-INSERT_1,Y,-731.0770,-0.5000,0.5000,-732.5080,-732.2691,-732.4819,-732.3958,-732.4404,-732.4792,-732.5248,-732.4092,-732.3716,-732.2914,-732.4424,-732.2931,-732.4658,-732.3408,-732.4081,0.0840,-732.2691,-732.5248,0.2557,0
GAP_FRAME-INSERT_1,Z,783.7270,-0.5000,0.5000,784.4221,784.3061,784.4088,784.3674,784.3892,784.4095,784.4318,784.3732,784.3542,784.3207,784.3918,784.3156,784.4012,784.3408,784.3737,0.0410,784.4318,784.3061,0.1257,0
GAP_FRAME-INSERT_1,Point-Profile,0.0000,-0.5000,0.5000,-1.5912,-1.3256,-1.5619,-1.4664,-1.5160,-1.5598,-1.6106,-1.4810,-1.4388,-1.3520,-1.5190,-1.3513,-1.5441,-1.4052,-1.4802,0.0935,-1.3256,-1.6106,0.2850,0
GAP_FRAME-INSERT_2,X,846.5690,-0.5000,0.5000,846.5392,846.5434,846.5390,846.5408,846.5405,846.5404,846.5385,846.5400,846.5418,846.5432,846.5410,846.5427,846.5397,846.5423,846.5409,0.0016,846.5434,846.5385,0.0049,100
GAP_FRAME-INSERT_2,Y,-729.4260,-0.5000,0.5000,-730.5930,-730.3980,-730.5810,-730.4984,-730.5362,-730.5465,-730.5855,-730.5157,-730.4786,-730.3899,-730.5166,-730.4013,-730.5327,-730.4375,-730.5008,0.0703,-730.3899,-730.5930,0.2031,0
GAP_FRAME-INSERT_2,Z,784.1710,-0.5000,0.5000,784.7117,784.6214,784.7079,784.6650,784.6833,784.6919,784.7100,784.6751,784.6556,784.6211,784.6762,784.6220,784.6804,784.6377,784.6685,0.0327,784.7117,784.6211,0.0906,43
GAP_FRAME-INSERT_2,Point-Profile,0.0000,-0.5000,0.5000,-1.2865,-1.0716,-1.2740,-1.1810,-1.2230,-1.2360,-1.2790,-1.2010,-1.1591,-1.0641,-1.2022,-1.0749,-1.2186,-1.1143,-1.1847,0.0775,-1.0641,-1.2865,0.2224,0
GAP_FRAME-INSERT_3,X,787.6970,-0.5000,0.5000,787.6641,787.6691,787.6648,787.6672,787.6649,787.6665,787.6650,787.6676,787.6677,787.6708,787.6676,787.6700,787.6666,787.6688,787.6672,0.0020,787.6708,787.6641,0.0067,100
GAP_FRAME-INSERT_3,Y,-727.4670,-0.5000,0.5000,-728.4258,-728.2771,-728.4189,-728.3471,-728.3774,-728.3685,-728.4055,-728.3579,-728.3277,-728.2480,-728.3477,-728.2714,-728.3538,-728.2899,-728.3441,0.0557,-728.2480,-728.4258,0.1778,0
GAP_FRAME-INSERT_3,Z,784.5020,-0.5000,0.5000,784.9430,784.8702,784.9367,784.8996,784.9218,784.9121,784.9276,784.9078,784.8961,784.8575,784.9025,784.8685,784.9052,784.8800,784.9020,0.0259,784.9430,784.8575,0.0855,100
GAP_FRAME-INSERT_3,Point-Profile,0.0000,-0.5000,0.5000,-1.0558,-0.8903,-1.0469,-0.9662,-1.0030,-0.9908,-1.0310,-0.9794,-0.9471,-0.8585,-0.9679,-0.8844,-0.9746,-0.9060,-0.9644,0.0614,-0.8585,-1.0558,0.1973,0
GAP_FRAME-INSERT_4,X,737.2530,-0.5000,0.5000,737.2159,737.2207,737.2160,737.2193,737.2179,737.2190,737.2172,737.2195,737.2199,737.2228,737.2194,737.2229,737.2183,737.2216,737.2193,0.0022,737.2229,737.2159,0.0070,100
GAP_FRAME-INSERT_4,Y,-725.4310,-0.5000,0.5000,-726.2262,-726.1234,-726.2188,-726.1636,-726.1852,-726.1634,-726.1953,-726.1620,-726.1400,-726.0824,-726.1563,-726.1168,-726.1519,-726.1196,-726.1575,0.0402,-726.0824,-726.2262,0.1438,0
GAP_FRAME-INSERT_4,Z,784.4520,-0.5000,0.5000,784.8594,784.8090,784.8580,784.8315,784.8421,784.8293,784.8486,784.8295,784.8191,784.7882,784.8257,784.8034,784.8263,784.8059,784.8269,0.0208,784.8594,784.7882,0.0712,100
GAP_FRAME-INSERT_4,Point-Profile,0.0000,-0.5000,0.5000,-0.8943,-0.7797,-0.8870,-0.8257,-0.8498,-0.8246,-0.8618,-0.8234,-0.7991,-0.7337,-0.8166,-0.7712,-0.8130,-0.7749,-0.8182,0.0453,-0.7337,-0.8943,0.1606,0
GAP_FRAME-INSERT_5,X,696.7470,-0.5000,0.5000,696.7033,696.7055,696.7011,696.7042,696.7031,696.7050,696.7029,696.7049,696.7057,696.7085,696.7074,696.7082,696.7053,696.7087,696.7053,0.0023,696.7087,696.7011,0.0076,100
GAP_FRAME-INSERT_5,Y,-723.1150,-0.5000,0.5000,-723.8316,-723.7621,-723.8346,-723.7847,-723.8061,-723.7717,-723.8099,-723.7881,-723.7664,-723.7290,-723.7854,-723.7637,-723.7760,-723.7539,-723.7831,0.0295,-723.7290,-723.8346,0.1056,0
GAP_FRAME-INSERT_5,Z,784.5840,-0.5000,0.5000,784.9468,784.9098,784.9446,784.9236,784.9325,784.9177,784.9348,784.9229,784.9112,784.8930,784.9234,784.9084,784.9190,784.9035,784.9208,0.0153,784.9468,784.8930,0.0538,100
GAP_FRAME-INSERT_5,Point-Profile,0.0000,-0.5000,0.5000,-0.8044,-0.7257,-0.8062,-0.7521,-0.7753,-0.7378,-0.7797,-0.7548,-0.7301,-0.6885,-0.7525,-0.7263,-0.7422,-0.7154,-0.7494,0.0333,-0.6885,-0.8062,0.1177,0
GAP_FRAME-INSERT_6,X,663.1980,-0.5000,0.5000,663.1538,663.1609,663.1567,663.1569,663.1561,663.1629,663.1566,663.1596,663.1607,663.1618,663.1589,663.1585,663.1595,663.1611,663.1589,0.0026,663.1629,663.1538,0.0091,100
GAP_FRAME-INSERT_6,Y,-720.8320,-0.5000,0.5000,-721.3277,-721.2712,-721.3178,-721.3001,-721.3120,-721.2793,-721.3078,-721.2816,-721.2916,-721.2439,-721.2928,-721.2802,-721.2799,-721.2590,-721.2889,0.0231,-721.2439,-721.3277,0.0838,100
GAP_FRAME-INSERT_6,Z,784.1230,-0.5000,0.5000,784.4537,784.4131,784.4501,784.4341,784.4447,784.4214,784.4421,784.4256,784.4280,784.3969,784.4273,784.4241,784.4205,784.4081,784.4278,0.0161,784.4537,784.3969,0.0568,100
GAP_FRAME-INSERT_6,Point-Profile,0.0000,-0.5000,0.5000,-0.5975,-0.5277,-0.5871,-0.5636,-0.5794,-0.5388,-0.5744,-0.5433,-0.5528,-0.4960,-0.5536,-0.5414,-0.5391,-0.5148,-0.5507,0.0282,-0.4960,-0.5975,0.1015,7
GAP_FRAME-INSERT_7,X,613.2740,-0.5000,0.5000,613.2643,613.2747,613.2658,613.2666,613.2636,613.2719,613.2673,613.2716,613.2623,613.2729,613.2670,613.2712,613.2679,613.2732,613.2686,0.0040,613.2747,613.2623,0.0124,100
GAP_FRAME-INSERT_7,Y,-716.0850,-0.5000,0.5000,-716.1793,-716.0891,-716.1725,-716.1558,-716.2005,-716.1407,-716.1563,-716.1148,-716.2053,-716.1030,-716.1512,-716.1356,-716.1583,-716.1016,-716.1474,0.0360,-716.0891,-716.2053,0.1162,100
GAP_FRAME-INSERT_7,Z,783.6330,-0.5000,0.5000,783.7806,783.6376,783.7588,783.7365,783.8026,783.7217,783.7370,783.6798,783.8110,783.6649,783.7413,783.7021,783.7500,783.6530,783.7269,0.0539,783.8110,783.6376,0.1734,100
GAP_FRAME-INSERT_7,Point-Profile,0.0000,-0.5000,0.5000,-0.1754,-0.0061,-0.1534,-0.1256,-0.2055,-0.1047,-0.1263,-0.0555,-0.2152,-0.0366,-0.1271,-0.0856,-0.1382,-0.0259,-0.1129,0.0649,-0.0061,-0.2152,0.2091,100
GAP_FRAME-INSERT_8,X,575.4540,-0.5000,0.5000,575.4771,575.4922,575.4775,575.4779,575.4707,575.4823,575.4794,575.4876,575.4702,575.4881,575.4802,575.4865,575.4779,575.4907,575.4813,0.0069,575.4922,575.4702,0.0220,100
GAP_FRAME-INSERT_8,Y,-711.7400,-0.5000,0.5000,-711.5568,-711.4315,-711.5655,-711.5457,-711.6024,-711.5205,-711.5412,-711.4856,-711.6121,-711.4738,-711.5398,-711.4984,-711.5529,-711.4543,-711.5272,0.0530,-711.4315,-711.6121,0.1806,100
GAP_FRAME-INSERT_8,Z,783.6430,-0.5000,0.5000,783.3161,783.0961,783.3299,783.3083,783.3943,783.2634,783.2889,783.1927,783.4238,783.1730,783.2862,783.2114,783.3140,783.1357,783.2667,0.0944,783.4238,783.0961,0.3277,86
GAP_FRAME-INSERT_8,Point-Profile,0.0000,-0.5000,0.5000,0.3754,0.6291,0.3592,0.3877,0.2847,0.4393,0.4068,0.5183,0.2543,0.5412,0.4099,0.4956,0.3792,0.5834,0.4331,0.1084,0.6291,0.2543,0.3748,71
GAP_FRAME-INSERT_1_B,Point-Profile,0.0000,-0.1500,0.1500,0.0008,0.0010,0.0010,0.0006,0.0005,0.0007,0.0002,0.0011,0.0002,0.0015,0.0017,0.0007,0.0014,0.0007,0.0009,0.0005,0.0017,0.0002,0.0015,100
GAP_FRAME-INSERT_2_B,Point-Profile,0.0000,-0.1500,0.1500,-0.0051,-0.0068,-0.0070,-0.0053,-0.0051,-0.0050,-0.0045,-0.0074,-0.0044,-0.0078,-0.0076,-0.0060,-0.0071,-0.0062,-0.0061,0.0012,-0.0044,-0.0078,0.0034,100
GAP_FRAME-INSERT_3_B,Point-Profile,0.0000,-0.1500,0.1500,-0.0102,-0.0083,-0.0063,-0.0071,-0.0088,-0.0096,-0.0094,-0.0070,-0.0086,-0.0087,-0.0090,-0.0092,-0.0087,-0.0091,-0.0086,0.0011,-0.0063,-0.0102,0.0039,100
GAP_FRAME-INSERT_4_B,Point-Profile,0.0000,-0.1500,0.1500,0.0526,0.0550,0.0504,0.0463,0.0508,0.0513,0.0515,0.0541,0.0495,0.0572,0.0551,0.0557,0.0548,0.0563,0.0529,0.0031,0.0572,0.0463,0.0109,100
GAP_FRAME-INSERT_5_B,Point-Profile,0.0000,-0.1500,0.1500,-0.0563,-0.0609,-0.0569,-0.0515,-0.0557,-0.0554,-0.0563,-0.0609,-0.0547,-0.0628,-0.0595,-0.0613,-0.0598,-0.0622,-0.0582,0.0033,-0.0515,-0.0628,0.0113,100
GAP_FRAME-INSERT_6_B,Point-Profile,0.0000,-0.1500,0.1500,0.0281,0.0306,0.0286,0.0259,0.0280,0.0277,0.0283,0.0307,0.0275,0.0314,0.0296,0.0308,0.0299,0.0312,0.0292,0.0017,0.0314,0.0259,0.0055,100
GAP_FRAME-INSERT_7_B,Point-Profile,0.0000,-0.1500,0.1500,-0.0258,-0.0272,-0.0251,-0.0229,-0.0250,-0.0251,-0.0253,-0.0269,-0.0244,-0.0283,-0.0271,-0.0275,-0.0270,-0.0278,-0.0261,0.0015,-0.0229,-0.0283,0.0054,100
GAP_FRAME-INSERT_8_B,Point-Profile,0.0000,-0.1500,0.1500,0.0152,0.0160,0.0147,0.0134,0.0147,0.0148,0.0149,0.0158,0.0143,0.0167,0.0161,0.0162,0.0159,0.0163,0.0154,0.0009,0.0167,0.0134,0.0033,100
FLUSH_DECORATIVE_PAN,X,957.8720,-0.5000,0.5000,957.8791,1003.9644,1060.7322,1134.7346,1179.9792,1232.4322,1276.8737,957.9025,1003.9562,1060.7245,1134.7332,1179.9798,1232.4348,1276.8820,957.8901,1003.9520,1060.7261,1134.7290,1179.9787,1232.4377,1276.8880,957.8881,1003.9691,1060.7224,1134.7375,1179.9805,1232.4320,1276.8787,957.8919,1003.9576,1060.7286,1134.7297,1179.9809,1232.4301,1276.8729,957.8799,1003.9629,1060.7238,1134.7352,1179.9789,1232.4325,1276.8765,957.8782,1003.9650,1060.7168,1134.7347,1179.9794,1232.4328,1276.8741,957.8800,1003.9526,1060.7243,1134.7284,1179.9771,1232.4374,1276.8857,957.8879,1003.9577,1060.7305,1134.7323,1179.9817,1232.4292,1276.8669,957.8863,1003.9657,1060.7295,1134.7291,1179.9808,1232.4306,1276.8691,957.8773,1003.9676,1060.7179,1134.7374,1179.9793,1232.4344,1276.8779,957.8954,1003.9609,1060.7138,1134.7325,1179.9817,1232.4296,1276.8718,957.8764,1003.9684,1060.7198,1134.7358,1179.9790,1232.4361,1276.8761,957.8876,1003.9576,1060.7250,1134.7217,1179.9801,1232.4334,1276.8758,1120.9418,110.3169,1276.8880,957.8764,319.0116,14
FLUSH_DECORATIVE_PAN,Y,-732.3570,-0.5000,0.5000,-732.1133,-733.0636,-734.0776,-735.3003,-735.9044,-734.8876,-730.2283,-731.9438,-732.9528,-734.0055,-735.2817,-735.8996,-734.9259,-730.3000,-732.3059,-733.3199,-734.3410,-735.5279,-736.0908,-735.0521,-730.4081,-732.0472,-733.0400,-734.0665,-735.3064,-735.9083,-734.9078,-730.2705,-732.0656,-732.9795,-733.9802,-735.2024,-735.8145,-734.8229,-730.2060,-732.0528,-733.0256,-734.0789,-735.3273,-735.9303,-734.9118,-730.2457,-732.0857,-733.0591,-734.1081,-735.3528,-735.9543,-734.9169,-730.2227,-732.2181,-733.2443,-734.2813,-735.4940,-736.0673,-735.0430,-730.3846,-731.9798,-732.8765,-733.8921,-735.1347,-735.7506,-734.7606,-730.1338,-731.9292,-732.9095,-733.9276,-735.1916,-735.8211,-734.8189,-730.1717,-732.0812,-733.0600,-734.0828,-735.3291,-735.9408,-734.9130,-730.2424,-731.9063,-732.8620,-733.8758,-735.1478,-735.7809,-734.7986,-730.1701,-732.1083,-733.0834,-734.1007,-735.3321,-735.9413,-734.9085,-730.2289,-731.9592,-732.9487,-733.9833,-735.2590,-735.8911,-734.8939,-730.2496,-733.6421,1.8654,-730.1338,-736.0908,5.9570,14
FLUSH_DECORATIVE_PAN,Z,788.2750,-0.5000,0.5000,788.3585,787.9076,786.9793,785.8144,784.6743,779.2292,765.1978,788.4118,787.9469,787.0044,785.8196,784.6769,779.2215,765.1861,788.2921,787.8221,786.8970,785.7474,784.6296,779.2022,765.1703,788.3822,787.9159,786.9844,785.8107,784.6748,779.2246,765.1902,788.3714,787.9400,787.0112,785.8417,784.6952,779.2385,765.2010,788.3785,787.9231,786.9813,785.8055,784.6680,779.2244,765.1956,788.3653,787.9102,786.9714,785.7962,784.6640,779.2242,765.1988,788.3211,787.8507,786.9166,785.7572,784.6369,779.2053,765.1735,788.4016,787.9703,787.0378,785.8616,784.7128,779.2505,765.2118,788.4179,787.9631,787.0277,785.8435,784.6931,779.2402,765.2059,788.3692,787.9098,786.9792,785.8047,784.6656,779.2234,765.1952,788.4260,787.9769,787.0435,785.8588,784.7051,779.2434,765.2058,788.3581,787.9012,786.9727,785.8051,784.6680,779.2237,765.1967,788.4082,787.9473,787.0116,785.8273,784.6784,779.2284,765.1934,782.5990,7.6914,788.4260,765.1703,23.2557,29
FLUSH_DECORATIVE_PAN,Point-Profile,0.0000,-0.5000,0.5000,0.2577,0.2904,0.2260,0.0472,-0.1713,-0.3085,-0.3054,-0.0117,0.0084,0.0175,-0.0222,0.0088,-0.0011,0.0003,0.4359,0.4076,0.3021,0.0665,-0.1660,-0.3476,-0.3785,-0.0103,0.0074,0.0155,-0.0197,0.0078,-0.0010,0.0003,0.0543,0.0199,-0.0501,-0.1901,-0.3630,-0.4753,-0.4879,-0.0008,0.0005,0.0011,-0.0014,0.0006,-0.0001,0.0000,0.3281,0.3155,0.2379,0.0403,-0.1750,-0.3291,-0.3485,-0.0087,0.0063,0.0131,-0.0166,0.0066,-0.0008,0.0002,0.3073,0.3801,0.3282,0.1487,-0.0790,-0.2431,-0.2829,-0.0164,0.0118,0.0248,-0.0314,0.0124,-0.0016,0.0004,0.3214,0.3313,0.2251,0.0188,-0.1980,-0.3331,-0.3231,-0.0116,0.0084,0.0175,-0.0222,0.0088,-0.0011,0.0003,0.2860,0.2955,0.1942,-0.0083,-0.2222,-0.3382,-0.2998,-0.0113,0.0081,0.0170,-0.0216,0.0086,-0.0011,0.0003,0.1465,0.1007,0.0127,-0.1549,-0.3385,-0.4658,-0.4640,-0.0021,0.0015,0.0032,-0.0041,0.0016,-0.0002,0.0001,0.3982,0.4874,0.4203,0.2193,-0.0128,-0.1797,-0.2096,0.4704,-0.4614,-0.1435,-0.2882,0.7670,-0.5905,0.2455,0.4513,0.4540,0.3834,0.1596,-0.0859,-0.2389,-0.2481,-0.0123,0.0088,0.0185,-0.0235,0.0093,-0.0012,0.0003,0.2915,0.2945,0.2207,0.0169,-0.2087,-0.3345,-0.3200,-0.0107,0.0077,0.0161,-0.0205,0.0081,-0.0010,0.0003,0.4758,0.5033,0.4372,0.2060,-0.0440,-0.2183,-0.2467,-0.0165,0.0119,0.0247,-0.0314,0.0124,-0.0015,0.0004,0.2622,0.2697,0.2017,0.0141,-0.2087,-0.3301,-0.3064,-0.0093,0.0067,0.0139,-0.0177,0.0070,-0.0009,0.0002,0.4198,0.4116,0.3253,0.0902,-0.1574,-0.3149,-0.3272,-0.0120,0.0086,0.0180,-0.0229,0.0090,-0.0011,0.0003,0.0087,0.2240,0.7670,-0.5905,1.3575,98
GAP_DECORATIVE_PANEL,X,1275.3190,-0.5000,0.5000,1275.4965,1231.5781,1179.5723,1135.1541,1060.6349,1003.5693,958.0522,1275.5040,1231.5720,1179.5742,1135.1611,1060.6384,1003.5735,958.0586,1275.5440,1231.5985,1179.5785,1135.1610,1060.6352,1003.5687,958.0507,1275.5138,1231.5771,1179.5796,1135.1638,1060.6374,1003.5716,958.0560,1275.4979,1231.5753,1179.5798,1135.1605,1060.6377,1003.5705,958.0537,1275.4964,1231.5788,1179.5805,1135.1643,1060.6361,1003.5698,958.0530,1275.4902,1231.5793,1179.5804,1135.1674,1060.6355,1003.5689,958.0519,1275.5310,1231.5900,1179.5814,1135.1622,1060.6363,1003.5699,958.0521,1275.4807,1231.5675,1179.5779,1135.1648,1060.6382,1003.5722,958.0578,1275.4739,1231.5621,1179.5791,1135.1640,1060.6383,1003.5731,958.0589,1275.4941,1231.5776,1179.5807,1135.1664,1060.6363,1003.5704,958.0538,1275.4718,1231.5626,1179.5784,1135.1617,1060.6385,1003.5731,958.0587,1275.4928,1231.5802,1179.5806,1135.1674,1060.6353,1003.5699,958.0531,1275.4929,1231.5704,1179.5784,1135.1659,1060.6389,1003.5725,958.0578,1120.5828,109.9189,1275.5440,958.0507,317.4933,14
GAP_DECORATIVE_PANEL,Y,-730.4240,-0.5000,0.5000,-730.9704,-735.9712,-737.3395,-736.3673,-735.4833,-734.4555,-732.6638,-730.9865,-735.9256,-737.2202,-736.2091,-735.2502,-734.1901,-732.4032,-731.1005,-736.0763,-737.4198,-736.4761,-735.5650,-734.5152,-732.7743,-730.9951,-735.9685,-737.3003,-736.3126,-735.3908,-734.3465,-732.5563,-730.9632,-735.9446,-737.3069,-736.3098,-735.4211,-734.3911,-732.5811,-730.9739,-735.9670,-737.3209,-736.3454,-735.4493,-734.4220,-732.6106,-730.9540,-735.9697,-737.3470,-736.3866,-735.5005,-734.4777,-732.6581,-731.0595,-736.0302,-737.3607,-736.4033,-735.4756,-734.4269,-732.6572,-730.9119,-735.8969,-737.2538,-736.2379,-735.3374,-734.3023,-732.4974,-730.8940,-735.8776,-737.2259,-736.2160,-735.2938,-734.2386,-732.4296,-730.9550,-735.9607,-737.3291,-736.3554,-735.4576,-734.4149,-732.6118,-730.9056,-735.8711,-737.2060,-736.1832,-735.2555,-734.2062,-732.4042,-730.9494,-735.9662,-737.3425,-736.3779,-735.4917,-734.4511,-732.6474,-730.9457,-735.9182,-737.2503,-736.2488,-735.3231,-734.2755,-732.4712,-734.6973,2.0834,-730.8940,-737.4198,6.5258,3
